normalized_condition_name,display_name,profile_count,dosha_combinations_present,relevant_fields_complete,missing_or_placeholder_fields,symptoms_completeness_score,dosha_clarity_score,diet_lifestyle_completeness_score,prevention_completeness_score,complications_referral_completeness_score,within_group_symptom_coherence,symptom_distinctiveness_score,distinctiveness_score,rule_potential_score,external_source_availability_status,external_source_availability_score,manageable_scope_status,manageable_scope_score,preliminary_data_score,selection_score
acanthosis nigricans,Acanthosis Nigricans,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7209759665338831,0.7209759665338831,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7670975966533883,0.7670975966533883
acidity,Acidity,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.8369598006892532,0.8369598006892532,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7786959800689253,0.7786959800689253
acne,Acne,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.917257803697204,0.917257803697204,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7867257803697204,0.7867257803697204
acromegaly,Acromegaly,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7209759665338831,0.7209759665338831,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7670975966533883,0.7670975966533883
acute kidney injury,Acute Kidney Injury,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.8062002872166226,0.8062002872166226,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7756200287216622,0.7756200287216622
addison s disease,Addison's Disease,2,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,0.6949450440198668,0.4808302234531616,0.4808302234531616,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7430830223453161,0.7430830223453161
adrenal insufficiency,Adrenal Insufficiency,2,"Vata | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.1263637396650437,0.4808302234531616,0.4808302234531616,0.9,not yet verified,0.0,not manually reviewed,0.5,0.6710830223453161,0.6710830223453161
alkaptonuria,Alkaptonuria,2,"Vata, Kapha | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""complications""]","{""prevention"": 1}",1.0,0.5,1.0,0.5,1.0,0.20199309249791833,0.617133726756486,0.617133726756486,0.8,not yet verified,0.0,not manually reviewed,0.5,0.6327133726756485,0.6327133726756485
allergies,Allergies,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.8354030971773895,0.8354030971773895,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7785403097177389,0.7785403097177389
alopecia,Alopecia,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6190837276830676,0.6190837276830676,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7569083727683067,0.7569083727683067
amebiasis,Amebiasis,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5531430989575914,0.5531430989575914,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7503143098957591,0.7503143098957591
amyotrophic lateral sclerosis als,Amyotrophic Lateral Sclerosis (ALS),2,"Vata | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""complications""]","{""prevention"": 1}",1.0,0.5,1.0,0.5,1.0,0.3779132184330249,0.3913644955749067,0.3913644955749067,0.8,not yet verified,0.0,not manually reviewed,0.5,0.6101364495574907,0.6101364495574907
anemia,Anemia,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6077820869364086,0.6077820869364086,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7557782086936408,0.7557782086936408
angina,Angina,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,not yet verified,0.0,not manually reviewed,0.5,0.695,0.695
anxiety,Anxiety,2,"Vata | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.09349477497536716,0.5451829231617952,0.5451829231617952,0.9,not yet verified,0.0,not manually reviewed,0.5,0.6775182923161795,0.6775182923161795
anxiety disorder,Anxiety Disorder,1,Vata,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5451829231617952,0.5451829231617952,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7495182923161795,0.7495182923161795
aortic aneurysm,Aortic Aneurysm,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,not yet verified,0.0,not manually reviewed,0.5,0.695,0.695
aphasia,Aphasia,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7507231525593945,0.7507231525593945,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7700723152559394,0.7700723152559394
argininosuccinic aciduria,Argininosuccinic Aciduria,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5838770367643212,0.5838770367643212,1.0,not yet verified,0.0,not manually reviewed,0.5,0.753387703676432,0.753387703676432
arthritis,Arthritis,3,"Pitta | Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""complications""]","{""prevention"": 1}",1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.1837902099052392,0.4199576578526457,0.4199576578526457,0.8666666666666666,not yet verified,0.0,not manually reviewed,0.5,0.6543290991185979,0.6543290991185979
ascariasis,Ascariasis,2,"Pitta, Kapha | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.0,0.7346900699745933,0.7346900699745933,0.9,not yet verified,0.0,not manually reviewed,0.5,0.6964690069974593,0.6964690069974593
asparagine synthetase deficiency,Asparagine Synthetase Deficiency,2,"Pitta, Kapha | Vata","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""complications""]","{""prevention"": 1}",1.0,0.5,1.0,0.5,1.0,0.0,0.5315174940302958,0.5315174940302958,0.8,not yet verified,0.0,not manually reviewed,0.5,0.6241517494030295,0.6241517494030295
aspartylglucosaminuria,Aspartylglucosaminuria,2,Pitta | Vata,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""complications""]","{""prevention"": 2}",1.0,0.5,1.0,0.0,1.0,0.0,0.7158398854698946,0.7158398854698946,0.7,not yet verified,0.0,not manually reviewed,0.5,0.5905839885469893,0.5905839885469893
asthma,Asthma,4,"Vata | Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.75,1.0,1.0,1.0,0.15852605908602718,0.5250642536088213,0.5250642536088213,0.95,not yet verified,0.0,not manually reviewed,0.5,0.7115064253608822,0.7115064253608822
atherosclerosis,Atherosclerosis,3,"Pitta | Pitta, Kapha | Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.3333333333333333,1.0,1.0,1.0,0.08478142392864584,0.4201371769795026,0.4201371769795026,0.8666666666666666,not yet verified,0.0,not manually reviewed,0.5,0.6410137176979502,0.6410137176979502
atopic dermatitis,Atopic Dermatitis,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.512338987286725,0.512338987286725,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7462338987286724,0.7462338987286724
autoimmune diseases e g lupus,"Autoimmune Diseases (e.g., Lupus)",1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.38488542125479774,0.38488542125479774,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7334885421254798,0.7334885421254798
autosomal dominant polycystic kidney disease,Autosomal Dominant Polycystic Kidney Disease,2,"Kapha | Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.0,0.6585432186565296,0.6585432186565296,0.9,not yet verified,0.0,not manually reviewed,0.5,0.688854321865653,0.688854321865653
back pain,Back Pain,2,"Vata | Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.0,0.7073667519069802,0.7073667519069802,0.9,not yet verified,0.0,not manually reviewed,0.5,0.693736675190698,0.693736675190698
bacterial infections,Bacterial Infections,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5988660773353498,0.5988660773353498,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7548866077335349,0.7548866077335349
barth syndrome,Barth Syndrome,2,"Pitta, Kapha | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.06804963087832473,0.550653768362337,0.550653768362337,0.9,not yet verified,0.0,not manually reviewed,0.5,0.6780653768362337,0.6780653768362337
bell s palsy,Bell's Palsy,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.8686100621102107,0.8686100621102107,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7818610062110211,0.7818610062110211
bipolar disorder,Bipolar Disorder,2,"Vata | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.16319486256720966,0.7065513232037002,0.7065513232037002,0.9,not yet verified,0.0,not manually reviewed,0.5,0.69365513232037,0.69365513232037
bladder cancer,Bladder Cancer,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5011648433501019,0.5011648433501019,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7451164843350101,0.7451164843350101
brain tumors,Brain Tumors,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6925815710954175,0.6925815710954175,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7642581571095417,0.7642581571095417
bronchiectasis,Bronchiectasis,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6376898395264425,0.6376898395264425,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7587689839526442,0.7587689839526442
bubonic plague,Bubonic Plague,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.2846754628119348,0.2846754628119348,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7234675462811935,0.7234675462811935
buruli ulcer,Buruli Ulcer,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.4458098055081203,0.4458098055081203,1.0,not yet verified,0.0,not manually reviewed,0.5,0.739580980550812,0.739580980550812
canavan disease,Canavan Disease,1,Vata,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""complications""]","{""prevention"": 1}",1.0,1.0,1.0,0.0,1.0,1.0,0.3913644955749067,0.3913644955749067,0.8,not yet verified,0.0,not manually reviewed,0.5,0.6301364495574907,0.6301364495574907
candidiasis,Candidiasis,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7012533826122092,0.7012533826122092,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7651253382612209,0.7651253382612209
carbamoyl phosphate synthetase i deficiency disease,Carbamoyl Phosphate Synthetase I Deficiency Disease,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.575496420949023,0.575496420949023,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7525496420949023,0.7525496420949023
celiac disease,Celiac Disease,2,"Kapha | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.5586177528223195,0.40266311136323507,0.40266311136323507,0.9,not yet verified,0.0,not manually reviewed,0.5,0.6632663111363235,0.6632663111363235
cerebral palsy,Cerebral Palsy,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6260965961195546,0.6260965961195546,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7576096596119554,0.7576096596119554
cerebrotendinous xanthomatosis,Cerebrotendinous Xanthomatosis,1,Vata,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""complications""]","{""prevention"": 1}",1.0,1.0,1.0,0.0,1.0,1.0,0.6946192048660972,0.6946192048660972,0.8,not yet verified,0.0,not manually reviewed,0.5,0.6604619204866097,0.6604619204866097
chagas disease,Chagas Disease,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5862604628825693,0.5862604628825693,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7536260462882569,0.7536260462882569
chickenpox,Chickenpox,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.80567312336864,0.80567312336864,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7755673123368639,0.7755673123368639
chikungunya,Chikungunya,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.44854840526430495,0.44854840526430495,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7398548405264305,0.7398548405264305
chronic kidney disease ckd,Chronic Kidney Disease (CKD),1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6278589876381105,0.6278589876381105,1.0,not yet verified,0.0,not manually reviewed,0.5,0.757785898763811,0.757785898763811
chronic sinusitis,Chronic Sinusitis,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.21667619695066698,0.21667619695066698,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7166676196950666,0.7166676196950666
ciguatera poisoning,Ciguatera Poisoning,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.4454318681669932,0.4454318681669932,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7395431868166993,0.7395431868166993
cleft lip and palate,Cleft Lip and Palate,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7373842195287699,0.7373842195287699,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7687384219528769,0.7687384219528769
coffin lowry syndrome,Coffin-Lowry Syndrome,1,Vata,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""complications""]","{""prevention"": 1}",1.0,1.0,1.0,0.0,1.0,1.0,0.6868228620975241,0.6868228620975241,0.8,not yet verified,0.0,not manually reviewed,0.5,0.6596822862097524,0.6596822862097524
cold,Cold,1,Kapha,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5203217250715171,0.5203217250715171,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7470321725071517,0.7470321725071517
cold sores,Cold Sores,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5999817560913968,0.5999817560913968,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7549981756091396,0.7549981756091396
colorectal cancer,Colorectal Cancer,2,"Pitta, Kapha | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.2030055941109282,0.5257043536641974,0.5257043536641974,0.9,not yet verified,0.0,not manually reviewed,0.5,0.6755704353664198,0.6755704353664198
common cold,Common Cold,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5203217250715171,0.5203217250715171,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7470321725071517,0.7470321725071517
conjunctivitis,Conjunctivitis,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6853171942726253,0.6853171942726253,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7635317194272625,0.7635317194272625
contact dermatitis,Contact Dermatitis,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6552390786177875,0.6552390786177875,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7605239078617787,0.7605239078617787
copd chronic obstructive pulmonary disease,COPD (Chronic Obstructive Pulmonary Disease),1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.3290044284154302,0.3290044284154302,1.0,not yet verified,0.0,not manually reviewed,0.5,0.727900442841543,0.727900442841543
coronary artery disease,Coronary Artery Disease,2,"Pitta, Kapha | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,1.0000000000000002,0.28665725804318465,0.28665725804318465,0.9,not yet verified,0.0,not manually reviewed,0.5,0.6516657258043185,0.6516657258043185
costello syndrome,Costello Syndrome,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7845271789994769,0.7845271789994769,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7734527178999476,0.7734527178999476
covid 19,COVID-19,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.2793674982165305,0.2793674982165305,1.0,not yet verified,0.0,not manually reviewed,0.5,0.722936749821653,0.722936749821653
crigler najjar syndrome,Crigler-Najjar Syndrome,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7175736971296403,0.7175736971296403,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7667573697129639,0.7667573697129639
crimean congo hemorrhagic fever,Crimean-Congo Hemorrhagic Fever,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.34130953764628713,0.34130953764628713,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7291309537646287,0.7291309537646287
cryptosporidiosis,Cryptosporidiosis,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6063078269394646,0.6063078269394646,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7556307826939465,0.7556307826939465
cushing s syndrome,Cushing's Syndrome,1,Kapha,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5046667163444293,0.5046667163444293,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7454666716344429,0.7454666716344429
cystic fibrosis,Cystic Fibrosis,3,"Kapha | Vata | Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.3333333333333333,1.0,1.0,1.0,0.3284155036724684,0.7539568640229597,0.7539568640229597,0.8666666666666666,not yet verified,0.0,not manually reviewed,0.5,0.674395686402296,0.674395686402296
cysticercosis,Cysticercosis,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6785572639094538,0.6785572639094538,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7628557263909453,0.7628557263909453
cystitis,Cystitis,1,Vata,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.1608176804586413,0.1608176804586413,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7110817680458641,0.7110817680458641
dandruff,Dandruff,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.8471853307353022,0.8471853307353022,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7797185330735302,0.7797185330735302
dementia,Dementia,2,Vata,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.7447696923628214,0.7447696923628214,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7694769692362821,0.7694769692362821
dengue fever,Dengue Fever,2,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,0.4648424442742848,0.4713707707795981,0.4713707707795981,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7421370770779597,0.7421370770779597
dengue hemorrhagic fever,Dengue Hemorrhagic Fever,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.4704940898596679,0.4704940898596679,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7420494089859667,0.7420494089859667
dentinogenesis imperfecta,Dentinogenesis Imperfecta,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.9002012323198639,0.9002012323198639,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7850201232319863,0.7850201232319863
depression,Depression,2,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,0.35630042933313805,0.7576489306527855,0.7576489306527855,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7707648930652785,0.7707648930652785
desbuquois dysplasia,Desbuquois Dysplasia,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6284825717970334,0.6284825717970334,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7578482571797033,0.7578482571797033
diabetes,Diabetes,2,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,0.4392749903163555,0.5775978202256183,0.5775978202256183,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7527597820225618,0.7527597820225618
diabetic neuropathy,Diabetic Neuropathy,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.4188169814844813,0.4188169814844813,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7368816981484481,0.7368816981484481
diabetic retinopathy,Diabetic Retinopathy,1,Vata,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5602924010439514,0.5602924010439514,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7510292401043951,0.7510292401043951
digestive disorders,Digestive Disorders,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5894898180319139,0.5894898180319139,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7539489818031914,0.7539489818031914
diverticulitis,Diverticulitis,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5599493846412494,0.5599493846412494,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7509949384641249,0.7509949384641249
down syndrome,Down Syndrome,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,not yet verified,0.0,not manually reviewed,0.5,0.695,0.695
